Ride_ID,Date,City,Pickup_Area,Drop_Area,Customer_Age,Customer_Gender,Vehicle_Type,Ride_Distance_KM,Ride_Duration_Min,Fare_Amount,Surge_Multiplier,Payment_Mode,Driver_Rating,Ride_Status,Time_Of_Day
RID00190,2024-12-02 12:54,Ahmedabad,Chandkheda,Navrangpura,37,Male,Bike,9.31,56,127.6,1.0,Cash,,No Show,Afternoon
RID00191,2024-07-09 14:47,Surat,Piplod,Althan,23,Male,Auto,18.08,68,241.98,1.0,Cash,4.4,Completed,Morning
RID00192,2024-06-16 10:28,Vadodara,Fatehgunj,Alkapuri,35,Male,Auto,6.68,28,90.56,1.0,UPI,4.4,Completed,Night
RID00193,2024-04-16 14:19,Surat,Athwa,Vesu,47,Female,Bike,4.94,24,51.72,1.2,UPI,4.9,Completed,Afternoon
RID00194,2024-01-26 21:19,Ahmedabad,Bopal,Gota,34,Male,Bike,21.06,94,258.34,1.0,UPI,3.8,Completed,Morning
RID00195,2024-04-23 04:12,Vadodara,Karelibaug,Harni,43,Female,Bike,12.09,71,105.53,1.0,UPI,4.7,Completed,Afternoon
RID00196,2024-08-24 01:10,Rajkot,Gondal Road,Kalawad Road,54,Female,Bike,22.66,109,193.79,1.0,Wallet,3.2,Completed,Morning
RID00197,2024-11-13 19:15,Vadodara,Alkapuri,Karelibaug,36,Female,Bike,9.49,59,91.85,1.0,Wallet,3.1,Completed,Night
RID00198,2024-07-14 22:22,Vadodara,Alkapuri,Manjalpur,48,Female,Bike,4.29,17,61.1,1.5,Card,,Cancelled,Evening
RID00199,2024-10-26 07:10,Rajkot,Bhaktinagar,Raiya Road,24,Male,Auto,8.65,35,72.24,1.0,Cash,4.1,Completed,Afternoon
RID00200,2024-03-31 07:37,Rajkot,Pedak Road,Kalawad Road,38,Female,Bike,21.32,125,290.19,1.0,UPI,,No Show,Afternoon
RID00201,2024-11-04 07:01,Rajkot,Aji Dam,150 Feet Ring Road,51,Female,Bike,14.01,56,119.67,1.0,UPI,,Cancelled,Afternoon
RID00202,2024-03-13 03:54,Rajkot,Aji Dam,Mavdi,51,Female,Bike,18.21,113,152.19,1.0,UPI,4.2,Completed,Afternoon
RID00203,2024-03-30 22:35,Rajkot,Bhaktinagar,Gondal Road,40,Male,Auto,8.74,56,239.34,2.0,Cash,4.3,Completed,Evening
RID00204,2024-06-11 19:14,Vadodara,Sama,Vadsar,54,Male,Bike,18.49,117,287.05,1.5,Wallet,3.4,Completed,Afternoon
RID00205,2024-05-15 06:15,Surat,Katargam,Vesu,22,Female,Bike,24.58,98,317.82,1.0,Card,3.9,Completed,Afternoon
RID00206,2024-06-28 17:24,Ahmedabad,Navrangpura,Satellite,24,Female,Auto,18.58,119,244.33,1.2,Cash,,Cancelled,Night
RID00207,2024-03-23 23:04,Surat,Dumas,Vesu,53,Male,Bike,1.48,6,12.5,1.0,Card,4.8,Completed,Morning
RID00208,2024-07-28 22:35,Vadodara,Alkapuri,Karelibaug,52,Female,Bike,22.35,88,223.2,1.0,Card,,No Show,Afternoon
RID00209,2024-08-06 02:18,Rajkot,Mavdi,Gondal Road,48,Male,Bike,14.72,88,122.57,1.0,UPI,,Cancelled,Morning
RID00210,2024-10-05 12:11,Ahmedabad,Vastrapur,Bopal,41,Female,Bike,12.37,47,160.7,1.2,Card,3.2,Completed,Evening
RID00211,2024-12-22 21:06,Surat,Dumas,Adajan,23,Female,Bike,12.16,50,138.45,1.0,Wallet,,Cancelled,Evening
RID00212,2024-08-31 09:05,Surat,Althan,Adajan,43,Male,Bike,11.05,56,151.65,1.2,Cash,,No Show,Night
RID00213,2024-11-17 04:53,Ahmedabad,Prahlad Nagar,Bopal,34,Female,Auto,20.4,79,207.35,1.2,UPI,3.4,Completed,Afternoon
RID00214,2024-12-24 19:37,Ahmedabad,Chandkheda,Naranpura,51,Female,Bike,8.83,38,143.08,1.2,UPI,,No Show,Night
RID00215,2024-05-15 12:41,Vadodara,Manjalpur,Gotri,49,Female,Bike,14.5,55,191.47,1.0,UPI,4.8,Completed,Morning
RID00216,2024-12-19 07:03,Surat,Udhna,Dumas,48,Female,Bike,15.61,87,161.95,1.0,Card,,No Show,Afternoon
RID00217,2024-08-14 10:17,Ahmedabad,Gota,Maninagar,44,Male,Bike,21.23,128,364.7,2.0,Cash,3.3,Completed,Evening
RID00218,2024-06-08 22:32,Vadodara,Gotri,Karelibaug,43,Male,Bike,21.81,130,417.08,1.5,UPI,,No Show,Night
RID00219,2024-08-25 16:25,Surat,Rander,Udhna,25,Male,Bike,1.79,6,21.89,1.0,Cash,3.7,Completed,Morning
RID00220,2024-12-18 02:18,Rajkot,Kothariya,Pedak Road,19,Female,Bike,15.09,68,196.56,1.0,UPI,,Cancelled,Afternoon
RID00221,2024-03-08 20:11,Surat,City Light,Rander,18,Male,Bike,17.26,74,229.48,1.2,Card,3.9,Completed,Afternoon
RID00222,2024-01-04 16:42,Rajkot,Raiya Road,Kothariya,41,Female,Auto,12.02,49,145.0,1.0,Card,4.2,Completed,Night
RID00223,2024-09-21 07:57,Ahmedabad,Prahlad Nagar,Satellite,21,Female,Bike,16.37,99,195.4,1.0,Card,3.4,Completed,Evening
RID00224,2024-04-23 21:34,Surat,Adajan,Althan,48,Female,Bike,22.77,107,373.97,2.0,Card,3.7,Completed,Evening
RID00225,2024-06-20 20:05,Surat,Althan,Athwa,32,Female,Bike,12.3,70,316.11,2.0,Cash,4.9,Completed,Evening
RID00226,2024-04-09 16:07,Rajkot,Bhaktinagar,University Road,42,Female,Bike,15.05,73,162.89,1.0,Wallet,3.9,Completed,Evening
RID00227,2024-09-06 10:40,Ahmedabad,Bopal,Vastrapur,29,Female,Bike,10.82,56,115.03,1.2,UPI,4.6,Completed,Afternoon
RID00228,2024-07-25 13:30,Ahmedabad,Prahlad Nagar,Maninagar,42,Male,Auto,14.83,58,130.15,1.0,UPI,4.3,Completed,Afternoon
RID00229,2024-12-21 11:19,Surat,Katargam,Adajan,26,Male,Bike,5.57,30,138.15,2.0,Wallet,,No Show,Evening
RID00230,2024-12-17 04:21,Rajkot,150 Feet Ring Road,Gondal Road,49,Female,Bike,23.76,115,412.65,1.5,Cash,3.9,Completed,Morning
RID00231,2024-12-30 20:50,Surat,Piplod,Adajan,20,Female,Bike,18.45,71,300.05,2.0,Card,3.2,Completed,Afternoon
RID00232,2024-03-19 06:44,Ahmedabad,Naranpura,Navrangpura,18,Female,Bike,2.16,8,26.65,1.2,Wallet,3.9,Completed,Morning
RID00233,2024-02-28 03:31,Ahmedabad,Thaltej,Maninagar,30,Male,Bike,20.94,79,490.26,2.0,Card,,Cancelled,Afternoon
RID00234,2024-01-02 00:42,Surat,Katargam,Dumas,23,Male,Auto,1.95,9,23.65,1.0,Wallet,3.7,Completed,Evening
RID00235,2024-01-26 03:52,Surat,Vesu,City Light,29,Male,Bike,22.71,123,379.67,1.2,Card,3.5,Completed,Morning
RID00236,2024-08-12 19:17,Rajkot,University Road,Kothariya,23,Female,Bike,21.43,132,280.99,1.0,Card,3.7,Completed,Morning
RID00237,2024-02-27 04:44,Surat,Vesu,Dumas,21,Male,Bike,7.52,35,115.5,1.2,UPI,,Cancelled,Night
RID00238,2024-09-06 03:56,Vadodara,Harni,Karelibaug,44,Female,Bike,15.67,91,192.1,1.5,UPI,4.0,Completed,Night
RID00239,2024-09-22 16:44,Ahmedabad,Maninagar,Chandkheda,24,Female,Bike,19.42,101,272.19,1.5,Cash,,No Show,Morning
RID00240,2024-09-15 15:54,Vadodara,Vadsar,Karelibaug,49,Male,Bike,22.41,119,265.79,1.0,UPI,,No Show,Afternoon
RID00241,2024-08-15 18:28,Vadodara,Vadsar,Gotri,23,Female,Bike,2.21,9,45.4,2.0,Wallet,3.2,Completed,Evening
RID00242,2024-11-12 20:19,Rajkot,Gondal Road,Pedak Road,50,Male,Bike,10.68,38,128.18,1.5,Wallet,4.6,Completed,Morning
RID00243,2024-08-19 03:06,Rajkot,University Road,Kalawad Road,32,Male,Bike,8.97,52,145.84,1.5,Card,,Cancelled,Afternoon
RID00244,2024-11-08 06:12,Rajkot,Raiya Road,Aji Dam,25,Female,Auto,2.1,8,27.16,1.0,Cash,3.2,Completed,Evening
RID00245,2024-08-22 21:37,Vadodara,Gotri,Akota,50,Male,Auto,2.12,11,48.9,2.0,Wallet,,Cancelled,Morning
RID00246,2024-03-06 03:24,Ahmedabad,Thaltej,Navrangpura,38,Female,Bike,12.59,63,152.98,1.0,Wallet,,No Show,Night
RID00247,2024-10-07 10:45,Surat,Udhna,Dumas,53,Male,Bike,11.87,46,165.45,1.2,Cash,4.7,Completed,Evening
RID00248,2024-06-29 17:30,Surat,City Light,Udhna,55,Female,Bike,24.55,133,270.62,1.0,Card,4.4,Completed,Evening
RID00249,2024-12-15 08:09,Vadodara,Alkapuri,Harni,21,Female,Bike,10.14,37,93.28,1.0,Cash,5.0,Completed,Morning
RID00250,2024-05-01 16:50,Ahmedabad,Gota,Thaltej,36,Male,Auto,21.83,124,271.88,1.0,Wallet,,No Show,Morning
RID00251,2024-10-06 23:38,Vadodara,Akota,Vadsar,30,Male,Bike,18.85,77,293.61,1.2,Card,4.5,Completed,Morning
RID00252,2024-10-26 08:00,Vadodara,Manjalpur,Fatehgunj,39,Female,Bike,18.64,71,197.04,1.0,Cash,3.3,Completed,Afternoon
RID00253,2024-12-28 10:33,Ahmedabad,Bopal,Chandkheda,32,Male,Bike,21.24,93,360.05,1.5,UPI,,No Show,Morning
RID00254,2024-11-12 16:30,Surat,Piplod,City Light,53,Male,Bike,9.39,57,187.64,2.0,UPI,3.6,Completed,Night
RID00255,2024-09-21 11:32,Rajkot,Kothariya,Mavdi,50,Female,Bike,17.38,77,179.28,1.0,Wallet,3.0,Completed,Afternoon
RID00256,2024-04-17 21:40,Ahmedabad,Maninagar,Vastrapur,31,Female,Bike,2.98,11,50.06,1.5,UPI,,No Show,Evening
RID00257,2024-05-08 17:04,Surat,Althan,Piplod,54,Male,Bike,1.57,8,13.38,1.0,Card,3.4,Completed,Morning
RID00258,2024-10-26 01:44,Vadodara,Akota,Waghodia Road,22,Female,Bike,8.59,40,96.29,1.0,UPI,,Cancelled,Night
RID00259,2024-03-10 23:25,Rajkot,Raiya Road,Gondal Road,52,Female,Bike,10.15,60,110.07,1.0,Cash,,Cancelled,Evening
RID00260,2024-06-25 06:26,Rajkot,University Road,Kalawad Road,50,Male,Bike,2.0,10,26.93,1.2,Cash,3.6,Completed,Afternoon
RID00261,2024-02-07 09:42,Surat,Rander,Katargam,22,Female,Auto,5.35,31,70.13,1.0,UPI,4.3,Completed,Afternoon
RID00262,2024-06-11 15:28,Surat,City Light,Dumas,39,Female,Bike,4.08,22,39.62,1.0,Cash,4.8,Completed,Evening
RID00263,2024-07-03 04:43,Rajkot,University Road,Kothariya,39,Female,Auto,8.52,49,211.96,2.0,Wallet,3.6,Completed,Afternoon
RID00264,2024-10-02 06:16,Vadodara,Vadsar,Sama,22,Male,Bike,3.61,19,47.11,1.0,UPI,,No Show,Night
RID00265,2024-04-24 18:46,Ahmedabad,Naranpura,Chandkheda,36,Male,Bike,14.24,73,231.38,1.5,Wallet,3.7,Completed,Afternoon
RID00266,2024-04-01 18:36,Ahmedabad,Chandkheda,Gota,27,Female,Bike,21.35,126,387.66,1.5,Card,3.9,Completed,Morning
RID00267,2024-08-20 01:02,Ahmedabad,Vastrapur,Thaltej,38,Male,Bike,7.34,30,135.65,2.0,Card,3.8,Completed,Afternoon
RID00268,2024-09-21 08:24,Rajkot,Aji Dam,Pedak Road,32,Female,Bike,16.69,76,446.94,2.0,Card,,Cancelled,Afternoon
RID00269,2024-04-18 04:11,Rajkot,Kothariya,Pedak Road,28,Female,Bike,22.17,106,187.61,1.0,UPI,,No Show,Morning
RID00270,2024-01-12 07:02,Surat,Piplod,Katargam,26,Male,Auto,17.21,84,231.5,1.5,Cash,,Cancelled,Morning
RID00271,2024-12-04 09:05,Ahmedabad,Naranpura,Bopal,31,Female,Bike,7.2,29,100.19,1.2,Wallet,4.8,Completed,Morning
RID00272,2024-03-26 23:43,Vadodara,Manjalpur,Sama,39,Female,Bike,4.43,23,52.0,1.0,UPI,,No Show,Night
RID00273,2024-03-31 15:57,Surat,Piplod,Dumas,20,Male,Bike,1.4,7,25.42,1.5,UPI,4.2,Completed,Afternoon
RID00274,2024-04-27 15:50,Vadodara,Manjalpur,Harni,42,Female,Auto,13.53,62,164.87,1.0,UPI,,Cancelled,Morning
RID00275,2024-01-03 22:47,Vadodara,Manjalpur,Vadsar,18,Male,Auto,22.84,85,454.31,1.5,UPI,3.5,Completed,Night
RID00276,2024-11-09 08:43,Vadodara,Gotri,Akota,43,Male,Auto,3.56,17,50.85,1.5,Wallet,4.1,Completed,Night
RID00277,2024-12-03 03:47,Vadodara,Manjalpur,Akota,32,Female,Bike,24.72,129,513.62,2.0,Cash,4.7,Completed,Night
RID00278,2024-11-21 00:51,Ahmedabad,Vastrapur,Naranpura,23,Male,Bike,20.22,108,495.02,2.0,Wallet,3.8,Completed,Night
RID00279,2024-09-23 09:45,Vadodara,Fatehgunj,Manjalpur,21,Male,Auto,9.9,52,204.06,2.0,Wallet,4.2,Completed,Evening
RID00280,2024-07-03 07:41,Vadodara,Alkapuri,Sama,18,Male,Bike,1.81,9,33.1,1.5,UPI,4.3,Completed,Evening
RID00281,2024-10-08 09:46,Rajkot,Bhaktinagar,University Road,53,Female,Bike,15.07,76,368.36,2.0,Card,,Cancelled,Night
RID00282,2024-09-14 09:21,Rajkot,Mavdi,Raiya Road,25,Female,Bike,14.8,63,196.02,1.2,Card,,Cancelled,Night
RID00283,2024-05-12 02:24,Vadodara,Akota,Waghodia Road,32,Male,Bike,24.07,117,386.44,1.2,Card,4.0,Completed,Afternoon
RID00284,2024-04-01 15:20,Vadodara,Vadsar,Harni,40,Male,Bike,6.96,26,173.9,2.0,Card,3.2,Completed,Morning
RID00285,2024-07-01 04:49,Surat,Rander,Althan,24,Male,Bike,18.65,114,174.85,1.0,UPI,4.7,Completed,Afternoon
RID00286,2024-04-03 16:17,Vadodara,Harni,Alkapuri,43,Male,Auto,9.91,44,196.41,1.5,Cash,,Cancelled,Morning
RID00287,2024-03-02 22:33,Ahmedabad,Thaltej,Chandkheda,47,Female,Auto,1.78,8,45.05,2.0,UPI,,No Show,Night
RID00288,2024-11-09 10:23,Ahmedabad,Vastrapur,Prahlad Nagar,29,Female,Bike,9.68,58,109.3,1.0,Wallet,3.5,Completed,Morning
RID00289,2024-02-21 23:17,Surat,Piplod,Katargam,33,Female,Bike,7.71,31,106.98,1.0,Wallet,,Cancelled,Evening
RID00290,2024-06-02 08:35,Surat,Athwa,Rander,54,Male,Bike,5.24,26,116.35,2.0,Wallet,4.6,Completed,Night
RID00291,2024-10-13 17:59,Ahmedabad,Bopal,Navrangpura,34,Female,Bike,12.44,67,186.12,1.2,UPI,3.7,Completed,Afternoon
RID00292,2024-06-30 10:43,Vadodara,Fatehgunj,Akota,50,Female,Bike,14.82,80,205.65,1.0,Wallet,,No Show,Afternoon
RID00293,2024-02-06 02:10,Ahmedabad,Chandkheda,Maninagar,39,Male,Auto,21.84,118,229.99,1.0,Card,4.7,Completed,Night
RID00294,2024-04-04 00:08,Rajkot,Raiya Road,University Road,33,Female,Auto,22.3,130,278.47,1.0,UPI,3.8,Completed,Night
RID00295,2024-02-12 03:16,Surat,Athwa,Dumas,27,Male,Auto,2.53,15,31.59,1.5,Wallet,4.0,Completed,Morning
RID00296,2024-06-15 15:29,Rajkot,Mavdi,Raiya Road,52,Female,Bike,16.04,62,131.07,1.0,Wallet,,Cancelled,Evening
RID00297,2024-09-03 17:14,Surat,Althan,Athwa,23,Female,Bike,11.44,61,169.16,1.5,Card,,No Show,Night
RID00298,2024-12-18 15:48,Rajkot,Bhaktinagar,Raiya Road,48,Female,Auto,1.25,6,12.58,1.0,UPI,4.1,Completed,Afternoon
RID00299,2024-03-24 22:47,Vadodara,Sama,Gotri,42,Female,Bike,9.97,47,158.86,1.5,Cash,,No Show,Morning
RID00300,2024-11-28 23:34,Rajkot,Gondal Road,Kothariya,35,Female,Bike,19.35,120,468.57,2.0,Cash,,No Show,Afternoon
RID00301,2024-01-10 04:03,Ahmedabad,Bopal,Vastrapur,52,Male,Auto,16.29,87,198.78,1.0,Cash,3.4,Completed,Evening
RID00302,2024-06-24 13:19,Ahmedabad,Maninagar,Gota,49,Female,Bike,18.45,77,149.23,1.0,Wallet,,Cancelled,Afternoon
RID00303,2024-05-08 12:53,Ahmedabad,Gota,Satellite,18,Male,Bike,7.4,34,120.11,1.5,Cash,4.8,Completed,Afternoon
RID00304,2024-12-14 09:59,Vadodara,Karelibaug,Gotri,38,Male,Bike,12.06,70,217.01,1.5,UPI,3.9,Completed,Morning
RID00305,2024-08-10 10:00,Ahmedabad,Maninagar,Thaltej,28,Female,Bike,9.65,35,179.62,2.0,UPI,3.5,Completed,Evening
RID00306,2024-05-07 05:31,Vadodara,Gotri,Alkapuri,23,Female,Bike,19.8,97,265.22,1.5,UPI,,No Show,Morning
RID00307,2024-08-12 23:12,Ahmedabad,Gota,Bopal,19,Female,Bike,12.71,56,242.72,1.5,Card,4.6,Completed,Morning
RID00308,2024-10-05 11:20,Surat,Udhna,Adajan,47,Female,Bike,14.42,73,158.14,1.2,Cash,,Cancelled,Night
RID00309,2024-01-10 19:54,Ahmedabad,Thaltej,Bopal,41,Male,Auto,20.67,105,198.54,1.2,Card,4.5,Completed,Night
RID00310,2024-07-28 20:20,Ahmedabad,Thaltej,Chandkheda,25,Male,Bike,17.4,100,203.2,1.0,UPI,,No Show,Afternoon
RID00311,2024-09-26 19:44,Ahmedabad,Bopal,Vastrapur,55,Female,Auto,3.57,14,40.79,1.0,UPI,4.3,Completed,Morning
RID00312,2024-07-31 11:50,Rajkot,Mavdi,Gondal Road,21,Female,Bike,16.74,105,180.93,1.0,UPI,3.7,Completed,Morning
RID00313,2024-09-26 21:15,Ahmedabad,Maninagar,Satellite,54,Male,Bike,3.33,18,51.51,1.5,Wallet,,No Show,Afternoon
RID00314,2024-12-02 05:34,Ahmedabad,Naranpura,Gota,46,Female,Bike,22.19,88,250.74,1.0,Card,,Cancelled,Night
RID00315,2024-08-19 14:25,Rajkot,University Road,Kothariya,18,Male,Bike,15.6,80,159.91,1.0,Card,3.7,Completed,Night
RID00316,2024-09-18 17:36,Ahmedabad,Thaltej,Bopal,54,Male,Bike,8.21,34,66.75,1.0,UPI,4.8,Completed,Evening
RID00317,2024-07-23 18:58,Ahmedabad,Prahlad Nagar,Gota,31,Male,Bike,7.36,45,69.17,1.0,Card,3.2,Completed,Afternoon
RID00318,2024-06-20 11:56,Vadodara,Manjalpur,Waghodia Road,45,Female,Bike,16.41,59,253.27,1.5,UPI,,No Show,Morning
RID00319,2024-04-23 04:03,Surat,City Light,Adajan,43,Female,Bike,8.31,30,141.97,1.5,UPI,4.0,Completed,Night
RID00320,2024-07-23 16:27,Surat,Piplod,Udhna,26,Male,Auto,4.17,15,78.01,1.5,Wallet,3.5,Completed,Night
RID00321,2024-08-08 10:43,Surat,Dumas,Piplod,54,Male,Bike,15.78,90,149.18,1.0,UPI,,No Show,Afternoon
RID00322,2024-11-11 14:39,Vadodara,Akota,Vadsar,27,Female,Bike,8.7,45,109.78,1.0,UPI,5.0,Completed,Evening
RID00323,2024-12-21 03:19,Surat,Rander,Piplod,46,Female,Bike,3.7,13,75.26,1.5,UPI,3.0,Completed,Afternoon
RID00324,2024-12-08 00:24,Rajkot,Mavdi,Aji Dam,55,Male,Bike,14.11,81,230.66,1.5,Card,4.4,Completed,Afternoon
RID00325,2024-12-05 21:23,Surat,Adajan,Katargam,24,Male,Bike,7.51,36,63.08,1.0,Card,,No Show,Afternoon
RID00326,2024-12-30 00:02,Vadodara,Gotri,Karelibaug,33,Female,Auto,12.63,66,115.17,1.0,Card,4.1,Completed,Morning
RID00327,2024-11-16 08:56,Vadodara,Akota,Manjalpur,42,Male,Bike,17.42,79,164.05,1.0,Card,4.6,Completed,Morning
RID00328,2024-10-20 04:27,Surat,Athwa,Piplod,37,Female,Bike,3.11,14,72.62,2.0,Wallet,3.8,Completed,Night
RID00329,2024-03-15 20:59,Surat,Rander,Athwa,54,Male,Auto,8.42,47,169.97,1.5,Card,5.0,Completed,Afternoon
RID00330,2024-07-30 13:19,Ahmedabad,Thaltej,Naranpura,46,Female,Bike,8.62,52,140.97,2.0,Cash,4.8,Completed,Morning
RID00331,2024-04-28 21:01,Surat,Vesu,Rander,40,Male,Bike,19.3,102,224.53,1.0,Wallet,4.2,Completed,Afternoon
RID00332,2024-01-08 08:26,Surat,Althan,Dumas,32,Male,Bike,21.45,106,192.68,1.0,Cash,3.1,Completed,Evening
RID00333,2024-07-13 23:20,Ahmedabad,Bopal,Thaltej,43,Male,Bike,21.8,134,272.83,1.2,UPI,4.2,Completed,Night
RID00334,2024-04-07 09:28,Vadodara,Karelibaug,Alkapuri,43,Female,Bike,13.91,89,157.83,1.0,Card,,No Show,Afternoon
RID00335,2024-02-16 23:32,Vadodara,Manjalpur,Karelibaug,25,Male,Auto,23.06,128,248.62,1.0,Cash,,No Show,Evening
RID00336,2024-06-14 22:41,Vadodara,Akota,Vadsar,28,Male,Auto,5.29,27,141.51,2.0,UPI,3.2,Completed,Night
RID00337,2024-07-12 17:24,Ahmedabad,Prahlad Nagar,Gota,20,Male,Bike,17.97,102,314.63,1.5,Card,,No Show,Morning
RID00338,2024-03-08 06:00,Surat,Athwa,Rander,34,Male,Bike,11.07,49,129.29,1.2,Wallet,3.2,Completed,Afternoon
RID00339,2024-07-28 14:05,Vadodara,Karelibaug,Harni,18,Male,Auto,22.18,93,397.8,1.5,Card,,No Show,Morning
RID00340,2024-02-14 01:06,Surat,Adajan,Rander,44,Male,Bike,16.68,60,200.19,1.0,Cash,3.7,Completed,Afternoon
RID00341,2024-06-14 11:57,Rajkot,Aji Dam,Pedak Road,42,Male,Bike,18.98,86,162.45,1.0,Wallet,,Cancelled,Afternoon
RID00342,2024-11-09 01:06,Ahmedabad,Maninagar,Thaltej,54,Male,Bike,17.67,76,277.84,1.5,Wallet,4.4,Completed,Afternoon
RID00343,2024-09-23 23:40,Rajkot,Bhaktinagar,University Road,49,Female,Auto,14.8,79,172.95,1.0,Cash,,No Show,Evening
RID00344,2024-07-31 13:02,Surat,Udhna,Rander,39,Female,Bike,1.58,8,19.63,1.0,Cash,4.6,Completed,Morning
RID00345,2024-06-23 12:46,Ahmedabad,Vastrapur,Gota,54,Male,Bike,8.39,42,105.73,1.0,Cash,4.4,Completed,Evening
RID00346,2024-10-01 10:29,Surat,Katargam,Piplod,44,Male,Auto,20.13,109,215.77,1.2,Card,,Cancelled,Night
RID00347,2024-01-16 10:24,Rajkot,Pedak Road,Aji Dam,52,Male,Bike,14.86,66,124.78,1.0,Wallet,3.6,Completed,Morning
RID00348,2024-06-03 06:33,Surat,City Light,Vesu,37,Male,Bike,18.04,77,198.12,1.0,UPI,3.7,Completed,Evening
RID00349,2024-09-04 23:55,Rajkot,Kalawad Road,Raiya Road,51,Female,Bike,13.14,77,175.9,1.5,Card,,Cancelled,Morning
RID00350,2024-01-23 21:54,Surat,Vesu,City Light,23,Female,Bike,18.39,89,485.09,2.0,Wallet,3.0,Completed,Afternoon
RID00351,2024-09-29 10:49,Ahmedabad,Satellite,Naranpura,46,Male,Bike,14.86,65,147.49,1.0,Card,3.6,Completed,Evening
RID00352,2024-05-18 04:45,Surat,Athwa,Katargam,36,Male,Bike,24.0,124,221.75,1.0,Cash,4.1,Completed,Morning
RID00353,2024-08-06 12:11,Ahmedabad,Maninagar,Chandkheda,55,Female,Auto,4.12,20,68.41,2.0,Card,3.1,Completed,Night
RID00354,2024-06-07 21:41,Rajkot,University Road,Mavdi,47,Female,Auto,14.63,55,316.29,2.0,Cash,,Cancelled,Morning
RID00355,2024-08-20 15:01,Surat,Athwa,Katargam,22,Female,Bike,5.4,33,68.76,1.0,UPI,,Cancelled,Evening
RID00356,2024-02-24 10:35,Rajkot,Kothariya,Pedak Road,22,Female,Auto,19.43,103,214.66,1.0,Wallet,4.6,Completed,Afternoon
RID00357,2024-04-16 22:37,Vadodara,Harni,Akota,45,Female,Bike,6.85,27,84.69,1.2,Card,,No Show,Afternoon
RID00358,2024-07-26 02:38,Surat,Athwa,Vesu,24,Female,Auto,15.21,74,195.89,1.5,Card,3.4,Completed,Night
RID00359,2024-08-19 17:18,Vadodara,Alkapuri,Manjalpur,42,Female,Bike,22.29,138,573.26,2.0,Cash,4.3,Completed,Afternoon
RID00360,2024-03-06 09:03,Surat,Katargam,Udhna,41,Male,Auto,18.23,113,209.58,1.0,UPI,,Cancelled,Evening
RID00361,2024-08-10 17:13,Rajkot,Gondal Road,University Road,29,Female,Auto,11.36,59,225.13,2.0,Cash,3.8,Completed,Morning
RID00362,2024-02-06 20:01,Surat,Althan,Piplod,27,Female,Bike,4.7,30,82.28,2.0,Wallet,,Cancelled,Evening
RID00363,2024-09-17 13:35,Surat,Vesu,Rander,46,Female,Auto,22.45,125,316.26,1.2,Card,,Cancelled,Night
RID00364,2024-10-06 18:23,Surat,Athwa,Dumas,20,Male,Auto,12.96,73,285.39,2.0,Wallet,,No Show,Morning
RID00365,2024-11-08 02:15,Rajkot,Gondal Road,Pedak Road,48,Male,Bike,18.52,94,199.82,1.0,Card,4.0,Completed,Morning
RID00366,2024-06-29 09:18,Ahmedabad,Gota,Naranpura,28,Male,Auto,11.9,73,221.39,1.5,Card,,Cancelled,Morning
RID00367,2024-09-05 02:08,Rajkot,Kalawad Road,Pedak Road,50,Male,Bike,2.24,14,52.62,2.0,Card,,No Show,Afternoon
RID00368,2024-07-08 05:16,Rajkot,150 Feet Ring Road,University Road,33,Female,Bike,1.34,5,18.04,1.0,Cash,4.3,Completed,Evening
RID00369,2024-07-15 07:42,Ahmedabad,Gota,Satellite,46,Male,Auto,23.41,92,351.62,1.2,Cash,,No Show,Afternoon
RID00370,2024-12-27 12:30,Rajkot,Kalawad Road,University Road,34,Male,Bike,5.02,23,54.51,1.0,Wallet,3.8,Completed,Morning
RID00371,2024-08-09 19:58,Ahmedabad,Maninagar,Thaltej,35,Female,Bike,24.08,133,206.71,1.0,Card,4.9,Completed,Night
RID00372,2024-09-23 10:43,Rajkot,Gondal Road,University Road,29,Female,Bike,19.56,112,470.67,2.0,UPI,,Cancelled,Night
RID00373,2024-01-18 00:39,Ahmedabad,Satellite,Navrangpura,23,Male,Bike,13.61,75,126.8,1.0,Cash,3.5,Completed,Night
RID00374,2024-02-26 22:11,Ahmedabad,Satellite,Bopal,34,Female,Bike,16.75,103,322.08,1.5,Wallet,,Cancelled,Afternoon
RID00375,2024-01-31 08:52,Ahmedabad,Prahlad Nagar,Maninagar,34,Male,Auto,7.18,41,90.92,1.0,Wallet,3.8,Completed,Night
RID00376,2024-02-24 14:45,Ahmedabad,Prahlad Nagar,Vastrapur,34,Male,Bike,16.49,63,311.96,1.5,UPI,4.2,Completed,Night
RID00377,2024-05-16 04:44,Ahmedabad,Satellite,Gota,39,Female,Bike,22.52,88,360.55,2.0,UPI,4.3,Completed,Night
RID00378,2024-10-01 11:21,Vadodara,Karelibaug,Akota,37,Female,Auto,13.96,48,360.39,2.0,UPI,3.2,Completed,Night
RID00379,2024-07-15 21:12,Ahmedabad,Gota,Naranpura,37,Female,Bike,21.19,122,251.88,1.0,UPI,4.1,Completed,Evening
RID00380,2024-02-02 17:41,Rajkot,Kothariya,Gondal Road,37,Female,Bike,4.36,17,121.89,2.0,Wallet,4.0,Completed,Night
RID00381,2024-10-01 04:47,Ahmedabad,Navrangpura,Chandkheda,55,Male,Auto,19.91,72,184.57,1.0,UPI,4.9,Completed,Morning
